Simulation Time,Conveyor:Statistics:PartsMinTime,Pick And Place Process:Statistics:PartsMinTime,Conveyor #2:Statistics:PartsMinTime,Pick And Place Process #2:Statistics:PartsMinTime,Conveyor #3:Statistics:PartsMinTime,Pick And Place Process #3:Statistics:PartsMinTime,Conveyor #4:Statistics:PartsMinTime,Pick And Place Process #4:Statistics:PartsMinTime,Conveyor #5:Statistics:PartsMinTime,Pick And Place Process #5:Statistics:PartsMinTime,Conveyor #6:Statistics:PartsMinTime,Pick And Place Process #6:Statistics:PartsMinTime,Conveyor #7:Statistics:PartsMinTime,Conveyor #8:Statistics:PartsMinTime,Conveyor:Statistics:PartsMaxTime,Pick And Place Process:Statistics:PartsMaxTime,Conveyor #2:Statistics:PartsMaxTime,Pick And Place Process #2:Statistics:PartsMaxTime,Conveyor #3:Statistics:PartsMaxTime,Pick And Place Process #3:Statistics:PartsMaxTime,Conveyor #4:Statistics:PartsMaxTime,Pick And Place Process #4:Statistics:PartsMaxTime,Conveyor #5:Statistics:PartsMaxTime,Pick And Place Process #5:Statistics:PartsMaxTime,Conveyor #6:Statistics:PartsMaxTime,Pick And Place Process #6:Statistics:PartsMaxTime,Conveyor #7:Statistics:PartsMaxTime,Conveyor #8:Statistics:PartsMaxTime,Conveyor:Statistics:PartsTotalTime,Pick And Place Process:Statistics:PartsTotalTime,Conveyor #2:Statistics:PartsTotalTime,Pick And Place Process #2:Statistics:PartsTotalTime,Conveyor #3:Statistics:PartsTotalTime,Pick And Place Process #3:Statistics:PartsTotalTime,Conveyor #4:Statistics:PartsTotalTime,Pick And Place Process #4:Statistics:PartsTotalTime,Conveyor #5:Statistics:PartsTotalTime,Pick And Place Process #5:Statistics:PartsTotalTime,Conveyor #6:Statistics:PartsTotalTime,Pick And Place Process #6:Statistics:PartsTotalTime,Conveyor #7:Statistics:PartsTotalTime,Conveyor #8:Statistics:PartsTotalTime
1538,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10617.4539,0,8148.654907,0,5768.56828,0,5253.523171,0,4875.798056,0,5422.116338,0,9332.740548,9.201081546
1539,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10624.4539,0,8155.654907,0,5772.56828,0,5258.523171,0,4883.798056,0,5432.116338,0,9347.740548,9.201081546
1540,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10631.4539,0,8162.654907,0,5776.56828,0,5263.523171,0,4891.798056,0,5442.116338,0,9362.740548,9.201081546
1541,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10638.4539,0,8169.654907,0,5780.56828,0,5268.523171,0,4899.798056,0,5452.116338,0,9377.740548,9.201081546
1542,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10645.62062,0,8176.654907,0,5784.56828,0,5273.523171,0,4907.798056,0,5462.116338,0,9392.740548,9.201081546
1543,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10653.62062,0,8183.654907,0,5788.56828,0,5278.523171,0,4915.798056,0,5472.116338,0,9407.740548,9.201081546
1544,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10661.62062,0,8190.654907,0,5792.56828,0,5283.523171,0,4923.798056,0,5482.116338,0,9422.740548,9.201081546
1545,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10669.62062,0,8197.654907,0,5796.56828,0,5288.523171,0,4931.798056,0,5492.116338,0,9437.740548,9.201081546
1546,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10677.62062,0,8204.654907,0,5800.56828,0,5293.523171,0,4939.798056,0,5502.116338,0,9452.740548,9.201081546
1547,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10685.62062,0,8211.654907,0,5805.281242,0,5298.523171,0,4947.798056,0,5512.116338,0,9467.740548,9.201081546
1548,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10693.62062,0,8218.654907,0,5810.281242,0,5303.523171,0,4955.798056,0,5522.116338,0,9482.740548,9.201081546
1549,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10701.62062,0,8225.654907,0,5815.281242,0,5308.523171,0,4963.798056,0,5532.116338,0,9497.740548,9.201081546
1550,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10709.62062,0,8231.835779,0,5820.281242,0,5313.523171,0,4971.798056,0,5542.116338,0,9512.740548,9.201081546
1551,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10717.62062,0,8237.835779,0,5825.281242,0,5318.523171,0,4979.798056,0,5552.116338,0,9527.740548,9.201081546
1552,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10725.62062,0,8243.835779,0,5830.281242,0,5323.881063,0,4987.798056,0,5562.116338,0,9542.740548,9.201081546
1553,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10733.2039,0,8249.835779,0,5835.281242,0,5329.881063,0,4995.798056,0,5572.116338,0,9557.740548,9.201081546
1554,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10740.2039,0,8255.835779,0,5839.335951,0,5335.881063,0,5003.798056,0,5582.116338,0,9572.740548,9.201081546
1555,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10747.2039,0,8261.835779,0,5843.335951,0,5341.881063,0,5012.46604,0,5592.116338,0,9587.740548,9.201081546
1556,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10754.2039,0,8267.835779,0,5847.335951,0,5347.881063,0,5021.46604,0,5602.116338,0,9602.740548,9.201081546
1557,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10761.2039,0,8273.835779,0,5851.335951,0,5353.881063,0,5030.46604,0,5612.116338,0,9617.740548,9.750910502
1558,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10768.2039,0,8280.154907,0,5855.335951,0,5359.263,0,5039.46604,0,5622.116338,0,9632.740548,10.35121674
1559,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10775.2039,0,8287.154907,0,5859.335951,0,5364.263,0,5048.46604,0,5632.116338,0,9647.740548,10.35121674
1560,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10782.2039,0,8294.154907,0,5863.335951,0,5369.263,0,5057.46604,0,5642.116338,0,9662.740548,10.35121674
1561,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10789.2039,0,8301.154907,0,5867.335951,0,5374.263,0,5066.46604,0,5652.116338,0,9677.740548,10.35121674
1562,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10796.32512,0,8308.154907,0,5871.335951,0,5379.263,0,5075.46604,0,5662.116338,0,9692.740548,10.35121674
1563,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10804.32512,0,8314.548329,0,5875.335951,0,5384.263,0,5084.46604,0,5672.116338,0,9707.740548,10.35121674
1564,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10812.32512,0,8320.548329,0,5879.335951,0,5389.263,0,5093.46604,0,5682.116338,0,9722.740548,10.35121674
1565,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10820.32512,0,8326.548329,0,5883.335951,0,5394.263,0,5102.46604,0,5692.116338,0,9737.740548,10.35121674
1566,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10828.32512,0,8332.548329,0,5887.335951,0,5399.263,0,5111.46604,0,5702.116338,0,9752.740548,10.35121674
1567,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10836.32512,0,8338.548329,0,5892.038851,0,5404.263,0,5120.46604,0,5712.116338,0,9767.740548,10.35121674
1568,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10844.32512,0,8344.548329,0,5897.038851,0,5409.263,0,5129.46604,0,5722.116338,0,9782.740548,10.35121674
1569,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10852.32512,0,8350.548329,0,5902.038851,0,5414.263,0,5138.46604,0,5732.116338,0,9797.740548,10.35121674
1570,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10860.32512,0,8356.548329,0,5907.038851,0,5419.263,0,5147.46604,0,5742.116338,0,9812.740548,10.35121674
1571,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10868.32512,0,8362.548329,0,5912.038851,0,5424.791258,0,5156.46604,0,5752.116338,0,9827.740548,10.35121674
1572,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10876.32512,0,8368.548329,0,5917.038851,0,5430.791258,0,5165.46604,0,5762.116338,0,9842.740548,10.35121674
1573,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10884.18166,0,8374.548329,0,5922.038851,0,5436.791258,0,5174.46604,0,5772.116338,0,9857.740548,10.35121674
1574,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10891.18166,0,8380.548329,0,5926.774704,0,5442.791258,0,5183.46604,0,5782.116338,0,9872.740548,10.35121674
1575,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10898.18166,0,8386.548329,0,5930.774704,0,5448.791258,0,5192.46604,0,5792.116338,0,9887.740548,10.35121674
1576,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10905.18166,0,8392.074841,0,5934.774704,0,5454.791258,0,5201.46604,0,5802.116338,0,9902.740548,10.35121674
1577,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10912.18166,0,8397.13636,0,5938.774704,0,5460.791258,0,5210.46604,0,5812.116338,0,9917.740548,10.35121674
1578,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10919.18166,0,8403.13636,0,5942.774704,0,5466.111327,0,5219.46604,0,5822.116338,0,9932.740548,10.35121674
1579,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10926.18166,0,8409.13636,0,5946.774704,0,5471.111327,0,5228.46604,0,5832.116338,0,9947.740548,10.35121674
1580,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10933.18166,0,8415.13636,0,5950.847696,0,5476.111327,0,5237.46604,0,5842.116338,0,9962.740548,10.35121674
1581,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10940.18166,0,8421.13636,0,5955.847696,0,5481.111327,0,5246.46604,0,5852.116338,0,9977.740548,10.35121674
1582,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10947.30288,0,8427.13636,0,5960.847696,0,5486.111327,0,5255.46604,0,5862.116338,0,9992.740548,10.35121674
1583,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10955.30288,0,8433.13636,0,5965.847696,0,5491.111327,0,5264.46604,0,5872.116338,0,10007.74055,10.35121674
1584,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10963.30288,0,8439.13636,0,5970.847696,0,5496.111327,0,5273.46604,0,5882.116338,0,10022.74055,10.35121674
1585,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10971.30288,0,8445.13636,0,5975.847696,0,5501.111327,0,5282.46604,0,5892.116338,0,10037.74055,10.35121674
1586,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10979.30288,0,8451.13636,0,5980.847696,0,5506.111327,0,5291.46604,0,5902.116338,0,10052.74055,10.35121674
1587,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,129.5113122,0,292.2999658,0,618.4765423,1.150135193,10987.30288,0,8457.13636,0,5985.847696,0,5511.111327,0,5300.46604,0,5912.116338,0,10067.74055,10.35121674
