Simulation Time,Conveyor:Statistics:PartsMinTime,Pick And Place Process:Statistics:PartsMinTime,Conveyor #2:Statistics:PartsMinTime,Pick And Place Process #2:Statistics:PartsMinTime,Conveyor #3:Statistics:PartsMinTime,Pick And Place Process #3:Statistics:PartsMinTime,Conveyor #4:Statistics:PartsMinTime,Pick And Place Process #4:Statistics:PartsMinTime,Conveyor #5:Statistics:PartsMinTime,Pick And Place Process #5:Statistics:PartsMinTime,Conveyor #6:Statistics:PartsMinTime,Pick And Place Process #6:Statistics:PartsMinTime,Conveyor #7:Statistics:PartsMinTime,Conveyor #8:Statistics:PartsMinTime,Conveyor:Statistics:PartsMaxTime,Pick And Place Process:Statistics:PartsMaxTime,Conveyor #2:Statistics:PartsMaxTime,Pick And Place Process #2:Statistics:PartsMaxTime,Conveyor #3:Statistics:PartsMaxTime,Pick And Place Process #3:Statistics:PartsMaxTime,Conveyor #4:Statistics:PartsMaxTime,Pick And Place Process #4:Statistics:PartsMaxTime,Conveyor #5:Statistics:PartsMaxTime,Pick And Place Process #5:Statistics:PartsMaxTime,Conveyor #6:Statistics:PartsMaxTime,Pick And Place Process #6:Statistics:PartsMaxTime,Conveyor #7:Statistics:PartsMaxTime,Conveyor #8:Statistics:PartsMaxTime,Conveyor:Statistics:PartsTotalTime,Pick And Place Process:Statistics:PartsTotalTime,Conveyor #2:Statistics:PartsTotalTime,Pick And Place Process #2:Statistics:PartsTotalTime,Conveyor #3:Statistics:PartsTotalTime,Pick And Place Process #3:Statistics:PartsTotalTime,Conveyor #4:Statistics:PartsTotalTime,Pick And Place Process #4:Statistics:PartsTotalTime,Conveyor #5:Statistics:PartsTotalTime,Pick And Place Process #5:Statistics:PartsTotalTime,Conveyor #6:Statistics:PartsTotalTime,Pick And Place Process #6:Statistics:PartsTotalTime,Conveyor #7:Statistics:PartsTotalTime,Conveyor #8:Statistics:PartsTotalTime
1040,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,6998.489824,0,5059.501671,0,3341.792774,0,2867.055102,0,2336.141072,0,1760.154811,0,2319.139687,2.300270386
1041,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7006.489824,0,5065.501671,0,3346.792774,0,2872.055102,0,2340.141072,0,1765.154811,0,2333.139687,2.300270386
1042,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7014.489824,0,5071.501671,0,3351.792774,0,2877.055102,0,2344.141072,0,1770.154811,0,2347.139687,2.300270386
1043,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7022.489824,0,5077.501671,0,3356.792774,0,2882.055102,0,2348.141072,0,1775.154811,0,2361.139687,2.300270386
1044,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7030.489824,0,5083.501671,0,3361.792774,0,2887.055102,0,2352.141072,0,1780.154811,0,2375.139687,2.300270386
1045,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7038.489824,0,5089.501671,0,3366.792774,0,2892.055102,0,2356.141072,0,1785.154811,0,2389.139687,2.300270386
1046,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7046.489824,0,5095.501671,0,3371.792774,0,2897.055102,0,2360.141072,0,1790.154811,0,2403.139687,2.300270386
1047,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7054.489824,0,5101.501671,0,3376.792774,0,2902.055102,0,2364.141072,0,1795.154811,0,2417.139687,2.300270386
1048,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7062.489824,0,5106.682543,0,3381.792774,0,2907.151519,0,2368.141072,0,1800.154811,0,2431.139687,2.300270386
1049,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7070.489824,0,5111.682543,0,3386.792774,0,2912.569271,0,2372.141072,0,1805.154811,0,2445.139687,2.300270386
1050,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7078.346363,0,5116.682543,0,3392.077731,0,2917.569271,0,2376.141072,0,1810.154811,0,2459.139687,2.300270386
1051,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7085.346363,0,5121.682543,0,3397.595293,0,2922.569271,0,2380.141072,0,1815.154811,0,2473.139687,2.300270386
1052,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7092.346363,0,5126.682543,0,3402.595293,0,2927.569271,0,2384.141072,0,1820.154811,0,2487.139687,2.300270386
1053,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7099.346363,0,5131.682543,0,3407.595293,0,2932.569271,0,2388.141072,0,1825.154811,0,2501.139687,2.300270386
1054,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7106.346363,0,5136.744062,0,3412.595293,0,2937.569271,0,2392.938322,0,1830.154811,0,2515.139687,2.300270386
1055,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7113.346363,0,5142.744062,0,3417.595293,0,2942.569271,0,2397.938322,0,1835.157879,0,2529.139687,2.300270386
1056,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7120.346363,0,5148.744062,0,3422.595293,0,2947.569271,0,2402.938322,0,1840.157879,0,2543.139687,2.300270386
1057,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7127.346363,0,5154.744062,0,3427.595293,0,2952.569271,0,2407.938322,0,1845.157879,0,2557.139687,2.300270386
1058,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7134.346363,0,5160.744062,0,3432.595293,0,2957.569271,0,2412.938322,0,1850.157879,0,2571.139687,2.300270386
1059,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7141.46758,0,5166.744062,0,3437.595293,0,2962.569271,0,2417.938322,0,1855.157879,0,2585.139687,2.300270386
1060,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7149.324119,0,5172.744062,0,3442.595293,0,2967.569271,0,2422.938322,0,1860.157879,0,2599.139687,2.300270386
1061,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7156.324119,0,5178.744062,0,3447.595293,0,2972.569271,0,2427.275853,0,1865.157879,0,2613.139687,2.300270386
1062,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7163.324119,0,5184.744062,0,3452.595293,0,2977.050053,0,2431.275853,0,1870.157879,0,2627.139687,2.300270386
1063,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7170.324119,0,5190.744062,0,3457.595293,0,2981.050053,0,2435.275853,0,1875.157879,0,2641.139687,2.300270386
1064,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7177.324119,0,5196.744062,0,3462.595293,0,2985.050053,0,2439.275853,0,1880.157879,0,2655.139687,2.300270386
1065,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7184.324119,0,5202.744062,0,3467.880835,0,2989.050053,0,2443.275853,0,1885.157879,0,2669.139687,2.300270386
1066,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7191.324119,0,5208.744062,0,3473.880835,0,2993.050053,0,2447.275853,0,1890.157879,0,2683.139687,2.300270386
1067,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7198.324119,0,5214.455793,0,3479.880835,0,2997.050053,0,2452.202816,0,1895.157879,0,2697.139687,2.300270386
1068,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7205.324119,0,5219.455793,0,3485.880835,0,3001.050053,0,2457.202816,0,1900.157879,0,2711.139687,2.300270386
1069,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7212.324119,0,5224.455793,0,3491.880835,0,3005.6357,0,2462.202816,0,1905.157879,0,2725.139687,2.725290487
1070,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7219.324119,0,5229.455793,0,3497.880835,0,3010.6357,0,2467.202816,0,1910.157879,0,2739.139687,3.45040558
1071,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7225.907407,0,5234.455793,0,3503.626152,0,3015.6357,0,2472.202816,0,1915.157879,0,2753.139687,3.45040558
1072,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7231.907407,0,5239.455793,0,3508.626152,0,3020.6357,0,2477.202816,0,1920.999199,0,2767.139687,3.45040558
1073,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7237.907407,0,5244.455793,0,3513.626152,0,3025.6357,0,2482.202816,0,1926.999199,0,2781.139687,3.45040558
1074,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7243.907407,0,5249.455793,0,3518.626152,0,3030.6357,0,2487.202816,0,1932.999199,0,2795.139687,3.45040558
1075,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7249.907407,0,5255.244062,0,3523.626152,0,3035.291984,0,2492.202816,0,1938.168457,0,2809.139687,3.45040558
1076,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7255.907407,0,5261.244062,0,3528.626152,0,3039.291984,0,2497.202816,0,1943.168457,0,2823.139687,3.45040558
1077,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7261.907407,0,5267.244062,0,3533.626152,0,3043.291984,0,2502.202816,0,1948.168457,0,2837.139687,3.45040558
1078,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7267.907407,0,5273.244062,0,3538.626152,0,3047.291984,0,2507.202816,0,1953.168457,0,2851.139687,3.45040558
1079,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7273.907407,0,5279.244062,0,3543.626152,0,3051.291984,0,2512.421902,0,1958.168457,0,2865.139687,3.45040558
1080,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7280.341789,0,5285.244062,0,3548.626152,0,3055.291984,0,2518.421902,0,1963.168457,0,2879.139687,3.45040558
1081,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7287.341789,0,5291.244062,0,3553.626152,0,3059.291984,0,2524.421902,0,1968.168457,0,2893.139687,3.45040558
1082,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7294.341789,0,5297.244062,0,3558.626152,0,3063.291984,0,2529.572175,0,1973.168457,0,2907.139687,3.45040558
1083,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7301.341789,0,5303.244062,0,3563.626152,0,3067.291984,0,2534.572175,0,1978.168457,0,2921.139687,3.45040558
1084,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7308.341789,0,5309.244062,0,3568.626152,0,3071.291984,0,2539.572175,0,1983.168457,0,2935.139687,3.45040558
1085,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7315.341789,0,5315.244062,0,3574.0054,0,3075.291984,0,2544.572175,0,1988.168457,0,2949.139687,3.45040558
1086,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7322.341789,0,5321.244062,0,3580.0054,0,3079.291984,0,2549.572175,0,1993.168457,0,2963.139687,3.45040558
1087,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7329.341789,0,5326.966477,0,3586.0054,0,3083.291984,0,2554.572175,0,1998.168457,0,2977.139687,3.45040558
1088,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7336.341789,0,5332.542195,0,3592.0054,0,3087.451766,0,2559.572175,0,2003.168457,0,2991.139687,3.45040558
1089,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7343.341789,0,5338.542195,0,3598.0054,0,3092.451766,0,2564.572175,0,2008.699683,0,3005.139687,3.45040558
1090,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7350.341789,0,5344.542195,0,3604.0054,0,3097.451766,0,2569.572175,0,2014.699683,0,3019.139687,3.45040558
1091,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7357.341789,0,5350.542195,0,3609.333358,0,3102.451766,0,2574.572175,0,2020.699683,0,3033.139687,3.45040558
1092,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7363.667469,0,5356.542195,0,3614.333358,0,3107.451766,0,2579.615759,0,2025.857738,0,3047.139687,3.45040558
1093,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7369.667469,0,5362.542195,0,3619.333358,0,3112.451766,0,2585.615759,0,2030.857738,0,3061.139687,3.45040558
1094,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7375.667469,0,5368.542195,0,3624.333358,0,3117.451766,0,2591.615759,0,2035.857738,0,3075.139687,3.45040558
1095,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7381.667469,0,5374.542195,0,3629.333358,0,3122.451766,0,2597.615759,0,2040.857738,0,3089.139687,3.45040558
1096,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7387.667469,0,5380.542195,0,3634.333358,0,3126.866214,0,2603.615759,0,2045.857738,0,3103.139687,3.45040558
1097,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7393.667469,0,5386.542195,0,3639.333358,0,3130.866214,0,2609.615759,0,2050.857738,0,3117.139687,3.45040558
1098,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7399.667469,0,5392.542195,0,3644.333358,0,3134.866214,0,2615.615759,0,2055.857738,0,3131.139687,3.45040558
1099,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7405.667469,0,5398.542195,0,3649.333358,0,3138.866214,0,2621.615759,0,2060.857738,0,3145.139687,3.45040558
1100,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7412.56093,0,5404.542195,0,3654.333358,0,3142.866214,0,2627.567062,0,2065.857738,0,3159.139687,3.45040558
1101,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7419.56093,0,5410.979271,0,3659.333358,0,3146.866214,0,2632.567062,0,2070.857738,0,3173.139687,3.45040558
1102,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7426.56093,0,5417.979271,0,3664.333358,0,3150.866214,0,2637.567062,0,2075.857738,0,3187.139687,3.45040558
1103,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,250.2004586,1.150135193,7433.56093,0,5424.979271,0,3669.333358,0,3154.866214,0,2642.567062,0,2080.857738,0,3201.139687,3.45040558
1104,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7440.56093,0,5431.979271,0,3674.333358,0,3158.866214,0,2647.567062,0,2085.857738,0,3215.004919,3.45040558
1105,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7447.56093,0,5438.979271,0,3679.701923,0,3162.866214,0,2652.567062,0,2090.857738,0,3228.004919,3.45040558
1106,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7454.56093,0,5445.979271,0,3685.701923,0,3166.866214,0,2657.567062,0,2095.857738,0,3241.004919,3.45040558
1107,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7461.56093,0,5452.701686,0,3691.701923,0,3170.866214,0,2662.567062,0,2100.857738,0,3254.004919,3.45040558
1108,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7468.56093,0,5458.701686,0,3697.701923,0,3174.866214,0,2667.567062,0,2105.857738,0,3267.004919,3.45040558
1109,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7475.878712,0,5464.701686,0,3703.701923,0,3179.662825,0,2672.567062,0,2109.887743,0,3280.004919,3.45040558
1110,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7483.878712,0,5470.701686,0,3709.701923,0,3184.662825,0,2677.567062,0,2114.606226,0,3293.004919,3.45040558
1111,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7491.507495,0,5476.701686,0,3715.153842,0,3189.662825,0,2682.567062,0,2119.606226,0,3306.004919,3.45040558
1112,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7498.507495,0,5482.701686,0,3720.153842,0,3194.662825,0,2687.567062,0,2124.606226,0,3319.004919,3.45040558
1113,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7505.507495,0,5488.701686,0,3725.153842,0,3199.662825,0,2692.567062,0,2129.606226,0,3332.004919,3.45040558
1114,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7512.507495,0,5494.701686,0,3730.153842,0,3204.662825,0,2698.476882,0,2134.606226,0,3345.004919,3.45040558
1115,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7519.507495,0,5500.701686,0,3735.153842,0,3209.662825,0,2704.476882,0,2139.606226,0,3358.422863,3.45040558
1116,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7526.507495,0,5507.020813,0,3740.153842,0,3214.138458,0,2710.476882,0,2144.606226,0,3372.422863,3.45040558
1117,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7533.507495,0,5514.020813,0,3745.153842,0,3218.138458,0,2716.476882,0,2149.606226,0,3386.422863,3.45040558
1118,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7540.507495,0,5521.020813,0,3750.153842,0,3222.138458,0,2722.476882,0,2154.606226,0,3400.422863,3.45040558
1119,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7547.507495,0,5528.020813,0,3755.153842,0,3226.138458,0,2728.476882,0,2159.606226,0,3414.422863,3.45040558
1120,131.75,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,129.7657503,1.150135193,132.9167116,0,112.5,0,87.5,0,87.5,0,87.5,0,87.5,0,313.4410912,1.150135193,7554.507495,0,5535.020813,0,3760.153842,0,3230.138458,0,2734.396702,0,2164.606226,0,3428.422863,3.45040558
